transaction_id,user_id,timestamp,amount,location_city,distance_from_home_km,device_id,transaction_type,merchant_category,is_fraud
TXN_002621,USR_0065,2026-03-16 12:06:09,36.25,London,14.72,DEV_065,POS,Grocery,0
TXN_002622,USR_0046,2026-03-19 17:40:19,174.05,Sydney,1.69,DEV_046,POS,Transfer,0
TXN_002623,USR_0086,2026-02-20 01:47:41,47.17,Sydney,16.9,DEV_126,POS,Transfer,0
TXN_002624,USR_0054,2026-02-07 09:37:10,16.61,Sydney,6.81,DEV_054,ATM,Electronics,0
TXN_002625,USR_0032,2026-01-11 20:51:09,32.45,Berlin,4.98,DEV_032,POS,Electronics,0
TXN_002626,USR_0029,2026-01-19 05:22:50,105.52,Berlin,4.05,DEV_029,Online,Gaming,0
TXN_002627,USR_0006,2026-03-10 17:43:36,32.4,Paris,1.94,DEV_006,POS,Travel,0
TXN_002628,USR_0051,2026-03-14 15:12:40,62.84,New York,5.77,DEV_051,ATM,Luxury,0
TXN_002629,USR_0041,2026-01-21 03:51:28,55.82,London,0.88,DEV_041,ATM,Grocery,0
TXN_002630,USR_0009,2026-01-07 11:09:09,38.21,London,2.96,DEV_037,ATM,Grocery,0
TXN_002631,USR_0096,2026-03-19 09:24:58,78.1,Mumbai,1.98,DEV_144,Online,Grocery,0
TXN_002632,USR_0049,2026-02-05 05:44:59,90.84,London,13.84,DEV_062,Online,Transfer,0
TXN_002633,USR_0061,2026-01-06 12:58:26,106.5,Berlin,0.55,DEV_061,Online,Travel,0
TXN_002634,USR_0091,2026-01-12 09:42:39,53.78,Mumbai,0.58,DEV_091,POS,Travel,0
TXN_002635,USR_0016,2026-01-05 16:28:53,797.73,Berlin,2783.73,DEV_036,Online,Gaming,1
TXN_002636,USR_0048,2026-01-14 21:19:28,48.96,Mumbai,4.09,DEV_048,ATM,Gaming,0
TXN_002637,USR_0074,2026-01-25 05:59:47,51.0,Tokyo,1.18,DEV_129,Online,Transfer,0
TXN_002638,USR_0015,2026-01-24 07:37:45,231.14,Toronto,1.66,DEV_015,ATM,Luxury,0
TXN_002639,USR_0091,2026-01-10 20:12:20,85.54,Mumbai,9.49,DEV_091,POS,Electronics,0
TXN_002640,USR_0050,2026-03-28 04:38:35,32.89,Tokyo,29.17,DEV_050,ATM,Travel,0
TXN_002641,USR_0002,2026-03-10 17:40:31,214.34,Tokyo,5.49,DEV_002,Online,Electronics,0
TXN_002642,USR_0095,2026-03-11 11:32:35,50.79,Toronto,10.69,DEV_095,POS,Gaming,0
TXN_002643,USR_0096,2026-01-18 10:30:32,17.06,New York,3.21,DEV_096,POS,Grocery,0
TXN_002644,USR_0079,2026-01-17 09:21:40,14.68,Tokyo,4.53,DEV_079,Online,Luxury,0
TXN_002645,USR_0032,2026-01-07 06:01:16,34.55,New York,4.95,DEV_032,ATM,Electronics,0
TXN_002646,USR_0096,2026-01-16 21:35:16,3055.74,Sydney,1999.2,DEV_012,Wire Transfer,Gaming,1
TXN_002647,USR_0096,2026-01-04 22:02:11,891.1,Paris,415.49,DEV_102,Wire Transfer,Transfer,1
TXN_002648,USR_0016,2026-01-20 19:54:21,10.37,New York,0.72,DEV_016,ATM,Utilities,0
TXN_002649,USR_0030,2026-01-22 01:40:07,17.73,Sydney,6.18,DEV_030,Online,Travel,0
TXN_002650,USR_0080,2026-03-16 17:25:51,92.68,New York,4.08,DEV_080,POS,Gaming,0
TXN_002651,USR_0029,2026-01-03 19:03:31,884.77,New York,2088.87,DEV_143,Wire Transfer,Electronics,1
TXN_002652,USR_0040,2026-01-11 17:39:40,80.97,New York,3.54,DEV_040,ATM,Gaming,0
TXN_002653,USR_0049,2026-01-03 01:46:10,76.58,London,8.45,DEV_049,POS,Travel,0
TXN_002654,USR_0056,2026-02-23 00:10:41,23.15,New York,1.21,DEV_056,Wire Transfer,Gaming,0
TXN_002655,USR_0090,2026-01-08 12:33:36,29.49,Tokyo,5.36,DEV_090,Online,Travel,0
TXN_002656,USR_0036,2026-01-21 06:43:32,199.63,Paris,3.54,DEV_036,POS,Travel,0
TXN_002657,USR_0056,2026-03-31 15:49:10,16.48,Paris,10.47,DEV_056,Online,Gaming,0
TXN_002658,USR_0092,2026-01-29 13:52:39,31.91,Paris,1.5,DEV_092,Online,Travel,0
TXN_002659,USR_0009,2026-02-15 22:03:08,881.93,Sydney,3692.59,DEV_034,Online,Luxury,1
TXN_002660,USR_0042,2026-01-27 17:12:45,58.06,Tokyo,3.68,DEV_145,Online,Transfer,0
TXN_002661,USR_0079,2026-02-20 12:34:11,90.4,Toronto,8.35,DEV_079,Online,Luxury,0
TXN_002662,USR_0008,2026-03-03 05:57:26,21.07,New York,5.12,DEV_008,Online,Grocery,0
TXN_002663,USR_0060,2026-03-01 13:36:05,33.61,Paris,7.57,DEV_060,Wire Transfer,Utilities,0
TXN_002664,USR_0049,2026-01-06 15:11:16,131.7,London,8.53,DEV_049,Online,Transfer,0
TXN_002665,USR_0015,2026-03-07 01:08:36,25.93,Toronto,0.07,DEV_015,POS,Transfer,0
TXN_002666,USR_0071,2026-03-15 03:07:01,76.19,Sydney,10.44,DEV_071,ATM,Electronics,0
TXN_002667,USR_0037,2026-02-07 21:44:23,214.04,Berlin,0.12,DEV_037,POS,Travel,0
TXN_002668,USR_0066,2026-01-30 07:33:16,219.4,Tokyo,4.02,DEV_066,POS,Electronics,0
TXN_002669,USR_0013,2026-03-05 17:34:59,69.32,Berlin,4.34,DEV_013,Online,Grocery,0
TXN_002670,USR_0069,2026-01-03 10:45:40,2997.65,Mumbai,870.14,DEV_117,Online,Luxury,1
TXN_002671,USR_0017,2026-01-28 20:20:56,74.25,London,7.98,DEV_017,Online,Luxury,0
TXN_002672,USR_0035,2026-02-25 04:59:08,142.63,Mumbai,3.14,DEV_035,Online,Transfer,0
TXN_002673,USR_0078,2026-02-11 07:04:27,106.99,Sydney,7.05,DEV_078,POS,Electronics,0
TXN_002674,USR_0020,2026-02-19 02:43:32,45.25,Paris,4.38,DEV_020,POS,Grocery,0
TXN_002675,USR_0090,2026-01-05 03:07:38,94.3,Sydney,1.2,DEV_084,ATM,Gaming,0
TXN_002676,USR_0086,2026-02-03 11:10:55,2322.24,London,3636.06,DEV_007,Wire Transfer,Transfer,1
TXN_002677,USR_0028,2026-02-10 14:00:41,42.96,Paris,1.6,DEV_028,Wire Transfer,Luxury,0
TXN_002678,USR_0065,2026-01-02 10:45:54,88.64,London,0.97,DEV_065,Online,Utilities,0
TXN_002679,USR_0051,2026-03-27 00:30:49,19.88,Mumbai,4.28,DEV_051,Online,Gaming,0
TXN_002680,USR_0095,2026-03-26 14:59:06,36.27,Mumbai,4.98,DEV_095,Online,Gaming,0
TXN_002681,USR_0019,2026-01-02 03:15:13,635.91,New York,1288.31,DEV_106,ATM,Transfer,1
TXN_002682,USR_0085,2026-03-20 22:45:34,41.43,Berlin,0.77,DEV_085,ATM,Grocery,0
TXN_002683,USR_0072,2026-01-19 18:22:25,37.77,New York,2.66,DEV_072,ATM,Transfer,0
TXN_002684,USR_0004,2026-01-29 05:22:05,90.1,Paris,3.66,DEV_004,ATM,Luxury,0
TXN_002685,USR_0008,2026-03-02 02:16:43,829.68,Toronto,4681.42,DEV_021,Online,Transfer,1
TXN_002686,USR_0022,2026-03-26 14:09:24,23.72,Sydney,10.27,DEV_022,Online,Electronics,0
TXN_002687,USR_0013,2026-01-14 01:24:58,44.24,Berlin,3.14,DEV_001,POS,Gaming,0
TXN_002688,USR_0032,2026-01-04 23:54:30,29.87,New York,2.35,DEV_032,Online,Travel,0
TXN_002689,USR_0003,2026-02-21 09:39:41,143.45,Mumbai,1.8,DEV_003,POS,Grocery,0
TXN_002690,USR_0008,2026-02-05 05:50:23,20.13,New York,0.91,DEV_008,Online,Travel,0
TXN_002691,USR_0095,2026-01-25 16:59:18,121.41,Toronto,3.14,DEV_095,Online,Electronics,0
TXN_002692,USR_0039,2026-01-01 19:11:04,921.28,Sydney,2594.84,DEV_022,Wire Transfer,Luxury,1
TXN_002693,USR_0028,2026-03-21 03:18:39,111.11,Paris,0.03,DEV_028,Online,Travel,0
TXN_002694,USR_0073,2026-01-26 00:06:58,100.5,London,7.84,DEV_073,POS,Transfer,0
TXN_002695,USR_0035,2026-03-26 03:43:00,19.96,Mumbai,6.97,DEV_059,POS,Utilities,0
TXN_002696,USR_0077,2026-02-23 18:19:00,11.72,Berlin,3.98,DEV_077,Online,Electronics,0
TXN_002697,USR_0083,2026-02-08 23:27:43,1532.45,Berlin,3988.16,DEV_120,ATM,Transfer,1
TXN_002698,USR_0094,2026-03-26 00:21:34,21.77,Sydney,2.05,DEV_094,Online,Luxury,0
TXN_002699,USR_0057,2026-01-07 16:30:23,35.38,London,1.7,DEV_057,Online,Transfer,0
TXN_002700,USR_0011,2026-03-30 22:14:19,18.66,Mumbai,14.77,DEV_011,ATM,Electronics,0
TXN_002701,USR_0066,2026-03-31 20:20:25,101.27,Tokyo,1.32,DEV_066,Online,Gaming,0
TXN_002702,USR_0099,2026-01-22 02:33:49,66.88,Mumbai,3.1,DEV_099,Online,Grocery,0
TXN_002703,USR_0071,2026-03-10 17:41:32,73.75,Toronto,1.04,DEV_071,Online,Travel,0
TXN_002704,USR_0046,2026-01-24 14:07:56,466.67,Tokyo,2756.85,DEV_014,ATM,Electronics,1
TXN_002705,USR_0030,2026-03-25 05:18:44,85.74,London,0.32,DEV_030,Online,Gaming,0
TXN_002706,USR_0013,2026-01-08 04:00:20,29.22,Berlin,0.81,DEV_013,Online,Travel,0
TXN_002707,USR_0090,2026-02-21 06:21:54,1580.38,Sydney,2684.47,DEV_042,Online,Gaming,1
TXN_002708,USR_0020,2026-01-04 23:08:53,15.98,Paris,0.75,DEV_020,ATM,Luxury,0
TXN_002709,USR_0074,2026-02-28 16:45:38,25.44,Tokyo,6.84,DEV_074,Online,Travel,0
TXN_002710,USR_0038,2026-03-22 02:59:50,138.33,Sydney,6.33,DEV_038,Online,Grocery,0
TXN_002711,USR_0022,2026-01-04 18:49:54,12.86,Sydney,8.91,DEV_022,Online,Luxury,0
TXN_002712,USR_0077,2026-01-16 14:27:52,93.44,Berlin,3.79,DEV_020,POS,Transfer,0
TXN_002713,USR_0085,2026-03-23 23:34:10,154.94,Berlin,0.69,DEV_085,POS,Utilities,0
TXN_002714,USR_0006,2026-03-21 11:37:20,937.53,Mumbai,293.28,DEV_105,Online,Gaming,1
TXN_002715,USR_0087,2026-01-15 10:31:58,53.14,Toronto,4.68,DEV_087,Online,Utilities,0
TXN_002716,USR_0013,2026-03-23 22:17:12,142.45,Berlin,4.57,DEV_013,POS,Travel,0
TXN_002717,USR_0048,2026-03-14 18:31:22,116.25,New York,1.86,DEV_048,Online,Transfer,0
TXN_002718,USR_0069,2026-02-08 18:44:45,223.51,Berlin,1.32,DEV_069,Online,Utilities,0
TXN_002719,USR_0066,2026-01-13 05:17:38,29.28,Tokyo,0.67,DEV_066,Online,Luxury,0
TXN_002720,USR_0077,2026-01-28 17:20:17,32.67,Berlin,10.88,DEV_077,Online,Grocery,0
TXN_002721,USR_0064,2026-03-29 06:27:32,94.84,New York,2.79,DEV_064,Wire Transfer,Transfer,0
TXN_002722,USR_0098,2026-01-17 19:38:58,34.91,New York,1.48,DEV_098,Wire Transfer,Gaming,0
TXN_002723,USR_0021,2026-02-07 11:23:33,156.26,Berlin,13.81,DEV_073,Wire Transfer,Utilities,0
TXN_002724,USR_0076,2026-02-11 13:48:01,94.12,Paris,15.17,DEV_076,Online,Utilities,0
TXN_002725,USR_0026,2026-03-31 22:48:52,30.17,Tokyo,1.11,DEV_026,Online,Electronics,0
TXN_002726,USR_0097,2026-01-04 15:00:24,39.69,London,7.18,DEV_097,Online,Grocery,0
TXN_002727,USR_0057,2026-01-19 10:36:25,24.4,London,0.76,DEV_057,Online,Grocery,0
TXN_002728,USR_0054,2026-03-04 18:53:24,12.31,Sydney,4.9,DEV_054,POS,Grocery,0
TXN_002729,USR_0087,2026-03-15 09:47:21,21.29,Toronto,0.97,DEV_021,Online,Transfer,0
TXN_002730,USR_0083,2026-03-20 19:35:55,67.59,Mumbai,1.27,DEV_083,ATM,Transfer,0
TXN_002731,USR_0041,2026-03-03 22:01:38,56.05,London,7.56,DEV_041,ATM,Utilities,0
TXN_002732,USR_0047,2026-03-15 11:57:48,159.96,Toronto,0.5,DEV_047,Online,Transfer,0
TXN_002733,USR_0048,2026-03-20 06:50:07,22.75,New York,0.49,DEV_048,Online,Utilities,0
TXN_002734,USR_0077,2026-03-26 10:28:33,1666.65,Tokyo,456.79,DEV_095,ATM,Luxury,1
TXN_002735,USR_0036,2026-01-16 03:55:42,105.42,Berlin,30.75,DEV_036,POS,Gaming,0
TXN_002736,USR_0038,2026-03-29 13:50:42,77.96,Sydney,4.38,DEV_038,Online,Electronics,0
TXN_002737,USR_0022,2026-03-05 18:15:12,79.41,Sydney,1.67,DEV_022,POS,Luxury,0
TXN_002738,USR_0002,2026-01-10 08:23:18,94.53,London,0.39,DEV_002,POS,Gaming,0
TXN_002739,USR_0057,2026-02-27 22:28:38,142.61,London,0.04,DEV_057,Online,Luxury,0
TXN_002740,USR_0087,2026-01-06 06:45:23,11.03,New York,3.24,DEV_087,POS,Gaming,0
TXN_002741,USR_0069,2026-03-27 19:05:04,124.67,Berlin,10.12,DEV_069,ATM,Luxury,0
TXN_002742,USR_0029,2026-03-24 05:20:37,72.84,Berlin,5.11,DEV_029,POS,Utilities,0
TXN_002743,USR_0056,2026-03-11 18:59:17,170.97,New York,0.87,DEV_056,Online,Transfer,0
TXN_002744,USR_0083,2026-01-30 21:53:17,92.99,Mumbai,0.43,DEV_083,Online,Utilities,0
TXN_002745,USR_0007,2026-02-26 00:48:14,24.95,Toronto,1.93,DEV_091,Online,Transfer,0
TXN_002746,USR_0089,2026-02-19 08:03:33,289.62,London,11.81,DEV_089,ATM,Grocery,0
TXN_002747,USR_0099,2026-02-11 03:47:07,81.8,Mumbai,4.04,DEV_099,Online,Transfer,0
TXN_002748,USR_0062,2026-01-09 15:50:27,126.22,Sydney,1.63,DEV_062,Online,Electronics,0
TXN_002749,USR_0024,2026-03-05 00:58:14,17.99,New York,6.56,DEV_024,ATM,Gaming,0
TXN_002750,USR_0021,2026-01-11 10:40:14,104.72,Berlin,2.4,DEV_054,Online,Travel,0
TXN_002751,USR_0011,2026-03-17 11:46:49,106.88,Mumbai,6.98,DEV_011,POS,Transfer,0
TXN_002752,USR_0035,2026-03-03 10:15:07,12.18,Mumbai,1.6,DEV_035,ATM,Luxury,0
TXN_002753,USR_0037,2026-01-26 15:18:54,10.57,Berlin,6.38,DEV_037,POS,Transfer,0
TXN_002754,USR_0005,2026-02-19 01:12:39,89.92,Berlin,0.23,DEV_005,POS,Utilities,0
TXN_002755,USR_0065,2026-01-23 13:20:10,92.37,London,4.22,DEV_065,Online,Utilities,0
TXN_002756,USR_0079,2026-03-20 05:15:32,62.2,Toronto,1.73,DEV_079,POS,Luxury,0
TXN_002757,USR_0007,2026-02-12 19:04:51,322.69,Toronto,4.29,DEV_007,Online,Grocery,0
TXN_002758,USR_0081,2026-02-24 12:16:45,14.25,London,2.27,DEV_081,POS,Transfer,0
TXN_002759,USR_0007,2026-01-08 17:11:39,399.51,Toronto,7.45,DEV_007,Online,Utilities,0
TXN_002760,USR_0001,2026-02-06 05:47:46,75.3,London,0.14,DEV_001,ATM,Grocery,0
TXN_002761,USR_0006,2026-01-18 05:56:40,172.75,Sydney,28.35,DEV_006,POS,Grocery,0
TXN_002762,USR_0094,2026-03-08 11:57:10,45.28,Sydney,5.53,DEV_094,ATM,Luxury,0
TXN_002763,USR_0052,2026-02-22 04:11:00,3540.32,New York,3569.91,DEV_147,ATM,Luxury,1
TXN_002764,USR_0063,2026-01-11 20:18:36,151.61,Toronto,0.88,DEV_036,Online,Grocery,0
TXN_002765,USR_0047,2026-02-08 22:06:33,709.27,Paris,1797.02,DEV_052,ATM,Electronics,1
TXN_002766,USR_0062,2026-03-26 16:56:33,439.69,Berlin,14.45,DEV_062,POS,Transfer,0
TXN_002767,USR_0087,2026-01-22 02:45:51,58.15,Toronto,5.41,DEV_087,Online,Luxury,0
TXN_002768,USR_0054,2026-03-12 00:41:37,64.7,London,4.82,DEV_054,Online,Grocery,0
TXN_002769,USR_0080,2026-02-12 11:03:01,112.48,New York,6.08,DEV_080,Online,Gaming,0
TXN_002770,USR_0039,2026-01-16 21:11:39,59.0,Mumbai,0.23,DEV_039,ATM,Utilities,0
TXN_002771,USR_0044,2026-02-05 18:09:06,31.19,Toronto,1.0,DEV_044,POS,Transfer,0
TXN_002772,USR_0006,2026-01-03 03:04:23,56.27,Sydney,0.62,DEV_006,POS,Transfer,0
TXN_002773,USR_0084,2026-03-23 10:41:09,37.14,Paris,7.23,DEV_084,POS,Travel,0
TXN_002774,USR_0004,2026-01-08 22:28:32,64.49,Paris,12.79,DEV_104,Online,Grocery,0
TXN_002775,USR_0043,2026-01-17 09:55:14,22.94,Sydney,15.14,DEV_043,Online,Travel,0
TXN_002776,USR_0085,2026-02-17 03:33:08,12.75,New York,0.54,DEV_085,POS,Travel,0
TXN_002777,USR_0075,2026-01-10 20:11:21,25.39,Mumbai,0.99,DEV_075,ATM,Travel,0
TXN_002778,USR_0031,2026-03-13 14:13:00,42.17,Toronto,0.24,DEV_041,POS,Transfer,0
TXN_002779,USR_0016,2026-02-18 01:08:54,50.14,New York,0.39,DEV_016,Online,Utilities,0
TXN_002780,USR_0067,2026-01-28 12:57:10,91.91,Tokyo,10.85,DEV_067,ATM,Transfer,0
TXN_002781,USR_0073,2026-03-11 08:37:38,72.12,London,2.48,DEV_073,Online,Utilities,0
TXN_002782,USR_0029,2026-02-06 10:24:15,3622.33,Sydney,2841.84,DEV_137,Online,Luxury,1
TXN_002783,USR_0099,2026-01-17 05:55:17,68.53,Mumbai,1.63,DEV_099,Online,Transfer,0
TXN_002784,USR_0049,2026-01-16 07:33:33,46.38,London,1.37,DEV_049,Wire Transfer,Gaming,0
TXN_002785,USR_0020,2026-01-07 04:01:52,84.74,Paris,1.39,DEV_020,Wire Transfer,Transfer,0
TXN_002786,USR_0074,2026-01-14 08:56:29,45.63,Tokyo,1.55,DEV_074,ATM,Travel,0
TXN_002787,USR_0014,2026-01-15 23:48:59,56.85,Sydney,6.89,DEV_014,POS,Luxury,0
TXN_002788,USR_0095,2026-03-04 21:19:37,44.77,Toronto,2.14,DEV_095,POS,Electronics,0
TXN_002789,USR_0015,2026-03-25 18:26:45,159.64,Toronto,0.46,DEV_015,ATM,Gaming,0
TXN_002790,USR_0063,2026-01-04 05:46:26,64.31,Toronto,8.04,DEV_063,POS,Travel,0
TXN_002791,USR_0025,2026-01-25 11:55:00,113.71,London,2.88,DEV_025,POS,Travel,0
TXN_002792,USR_0038,2026-03-27 12:58:22,45.16,Sydney,1.64,DEV_038,Online,Gaming,0
TXN_002793,USR_0032,2026-03-02 18:09:39,84.32,New York,21.27,DEV_032,POS,Travel,0
TXN_002794,USR_0015,2026-03-09 19:22:40,14.8,Toronto,4.29,DEV_015,Online,Gaming,0
TXN_002795,USR_0012,2026-01-05 21:43:21,21.55,Mumbai,11.08,DEV_012,Online,Gaming,0
TXN_002796,USR_0059,2026-01-29 02:24:06,25.33,Mumbai,1.67,DEV_059,POS,Utilities,0
TXN_002797,USR_0017,2026-03-06 05:59:42,85.33,London,6.33,DEV_017,ATM,Luxury,0
TXN_002798,USR_0048,2026-02-22 12:03:09,33.18,New York,4.33,DEV_048,Online,Luxury,0
TXN_002799,USR_0021,2026-02-20 18:43:25,73.18,Tokyo,15.66,DEV_021,Online,Grocery,0
TXN_002800,USR_0061,2026-02-20 06:51:06,121.2,Berlin,0.88,DEV_061,Wire Transfer,Grocery,0
TXN_002801,USR_0086,2026-03-29 16:23:04,44.69,Sydney,10.52,DEV_086,ATM,Gaming,0
TXN_002802,USR_0084,2026-01-11 00:14:13,18.97,New York,6.4,DEV_084,ATM,Grocery,0
TXN_002803,USR_0077,2026-01-27 12:55:59,277.48,Berlin,1.05,DEV_077,ATM,Electronics,0
TXN_002804,USR_0090,2026-01-03 03:44:53,118.77,New York,9.08,DEV_090,Online,Utilities,0
TXN_002805,USR_0027,2026-02-14 05:43:36,223.01,Mumbai,3.47,DEV_027,Online,Grocery,0
TXN_002806,USR_0030,2026-02-04 20:03:30,33.64,Sydney,10.06,DEV_106,ATM,Luxury,0
TXN_002807,USR_0040,2026-02-24 15:49:16,18.78,New York,2.32,DEV_040,Online,Transfer,0
TXN_002808,USR_0078,2026-02-06 11:02:41,74.64,Sydney,6.3,DEV_078,Wire Transfer,Luxury,0
TXN_002809,USR_0030,2026-01-28 00:53:47,31.9,Sydney,0.33,DEV_030,Online,Transfer,0
TXN_002810,USR_0076,2026-02-18 19:34:13,188.29,Paris,1.29,DEV_076,POS,Utilities,0
TXN_002811,USR_0093,2026-01-06 21:12:50,13.59,Berlin,7.55,DEV_093,Online,Grocery,0
TXN_002812,USR_0097,2026-02-24 23:52:19,52.33,London,2.08,DEV_097,Online,Transfer,0
TXN_002813,USR_0042,2026-02-04 22:09:35,28.5,Tokyo,1.02,DEV_042,Online,Grocery,0
TXN_002814,USR_0003,2026-02-23 12:40:22,73.76,Paris,1.72,DEV_024,ATM,Electronics,0
TXN_002815,USR_0009,2026-01-04 10:39:57,49.0,London,15.4,DEV_009,Online,Transfer,0
TXN_002816,USR_0029,2026-01-20 17:19:47,147.74,Toronto,14.43,DEV_029,POS,Transfer,0
TXN_002817,USR_0077,2026-03-18 03:01:07,13.65,Berlin,4.99,DEV_077,ATM,Utilities,0
TXN_002818,USR_0020,2026-01-10 17:12:12,56.16,Sydney,5.39,DEV_020,Online,Travel,0
TXN_002819,USR_0100,2026-02-02 18:52:16,112.45,Paris,0.97,DEV_100,ATM,Utilities,0
TXN_002820,USR_0073,2026-01-06 12:47:41,91.66,London,3.31,DEV_073,Online,Transfer,0
TXN_002821,USR_0065,2026-03-03 12:18:12,66.4,London,0.48,DEV_069,ATM,Travel,0
TXN_002822,USR_0028,2026-02-23 17:09:25,60.21,Paris,8.49,DEV_028,ATM,Travel,0
TXN_002823,USR_0082,2026-01-27 08:30:04,149.75,Tokyo,6.29,DEV_082,Online,Grocery,0
TXN_002824,USR_0073,2026-03-08 16:28:51,44.12,London,4.1,DEV_073,POS,Transfer,0
TXN_002825,USR_0035,2026-02-07 12:41:33,93.25,Mumbai,9.65,DEV_036,Online,Grocery,0
TXN_002826,USR_0057,2026-01-03 02:25:14,21.27,London,6.95,DEV_057,ATM,Utilities,0
TXN_002827,USR_0038,2026-01-27 01:56:18,16.25,Sydney,4.9,DEV_038,Online,Grocery,0
TXN_002828,USR_0053,2026-01-08 13:47:52,18.51,Berlin,3.61,DEV_053,POS,Transfer,0
TXN_002829,USR_0022,2026-01-06 16:29:00,36.15,Sydney,0.37,DEV_022,POS,Gaming,0
TXN_002830,USR_0006,2026-03-12 05:20:36,55.35,Sydney,0.09,DEV_006,Online,Transfer,0
TXN_002831,USR_0033,2026-03-11 22:05:00,206.22,London,11.48,DEV_033,ATM,Transfer,0
TXN_002832,USR_0078,2026-01-06 22:11:48,79.4,New York,1.51,DEV_078,Online,Electronics,0
TXN_002833,USR_0085,2026-03-02 17:05:19,16.34,Berlin,11.97,DEV_085,Online,Utilities,0
TXN_002834,USR_0082,2026-03-16 20:33:24,36.33,Tokyo,4.4,DEV_082,POS,Grocery,0
TXN_002835,USR_0054,2026-02-26 13:43:43,52.87,Sydney,3.31,DEV_054,Online,Transfer,0
TXN_002836,USR_0018,2026-03-11 16:13:50,39.42,Tokyo,5.71,DEV_018,Online,Luxury,0
TXN_002837,USR_0047,2026-01-04 19:14:59,22.52,Toronto,17.27,DEV_047,POS,Travel,0
TXN_002838,USR_0033,2026-03-05 05:05:06,19.12,London,7.99,DEV_033,ATM,Luxury,0
TXN_002839,USR_0083,2026-03-24 00:50:40,10.6,Mumbai,18.71,DEV_083,Online,Luxury,0
TXN_002840,USR_0003,2026-01-02 12:31:00,28.28,Mumbai,5.25,DEV_121,Online,Grocery,0
TXN_002841,USR_0053,2026-02-23 01:05:45,65.8,Berlin,2.96,DEV_053,Online,Luxury,0
TXN_002842,USR_0013,2026-03-10 11:25:19,3768.9,Paris,3291.17,DEV_110,Wire Transfer,Luxury,1
TXN_002843,USR_0009,2026-01-10 15:30:20,71.88,London,3.46,DEV_009,POS,Grocery,0
TXN_002844,USR_0095,2026-01-13 06:22:35,159.77,Toronto,6.46,DEV_095,ATM,Electronics,0
TXN_002845,USR_0033,2026-01-01 00:29:15,34.22,London,7.99,DEV_033,Online,Transfer,0
TXN_002846,USR_0080,2026-03-01 11:36:01,31.77,New York,2.72,DEV_080,POS,Gaming,0
TXN_002847,USR_0010,2026-03-17 15:21:14,15.48,Tokyo,0.73,DEV_023,ATM,Gaming,0
TXN_002848,USR_0005,2026-01-23 17:19:35,80.81,Sydney,1.82,DEV_005,POS,Transfer,0
TXN_002849,USR_0090,2026-03-15 16:10:16,132.84,Tokyo,3.3,DEV_090,POS,Transfer,0
TXN_002850,USR_0037,2026-03-26 07:46:53,113.19,Berlin,0.19,DEV_037,ATM,Gaming,0
TXN_002851,USR_0046,2026-03-10 14:25:57,171.8,Sydney,7.04,DEV_046,POS,Travel,0
TXN_002852,USR_0005,2026-01-25 22:09:47,42.52,Berlin,0.63,DEV_005,Online,Utilities,0
TXN_002853,USR_0045,2026-03-15 07:39:43,193.93,Berlin,1.21,DEV_045,Online,Electronics,0
TXN_002854,USR_0074,2026-01-10 19:34:17,127.09,Tokyo,3.27,DEV_074,POS,Travel,0
TXN_002855,USR_0092,2026-02-11 15:22:50,91.55,Paris,4.91,DEV_141,Online,Grocery,0
TXN_002856,USR_0022,2026-02-28 03:44:19,63.67,Sydney,4.5,DEV_022,POS,Electronics,0
TXN_002857,USR_0087,2026-01-06 13:02:35,367.57,Toronto,25.69,DEV_087,POS,Travel,0
TXN_002858,USR_0039,2026-02-14 01:39:33,122.89,Toronto,11.12,DEV_039,POS,Transfer,0
TXN_002859,USR_0019,2026-03-03 02:05:10,98.33,Mumbai,3.48,DEV_019,Online,Transfer,0
TXN_002860,USR_0020,2026-03-21 01:00:59,120.88,Paris,3.97,DEV_020,POS,Transfer,0
TXN_002861,USR_0021,2026-03-03 14:59:39,72.38,Berlin,1.71,DEV_021,POS,Travel,0
TXN_002862,USR_0031,2026-02-07 07:23:16,35.24,Toronto,2.04,DEV_031,POS,Luxury,0
TXN_002863,USR_0016,2026-03-03 07:39:24,35.57,New York,2.9,DEV_016,POS,Luxury,0
TXN_002864,USR_0084,2026-02-08 23:47:41,108.29,Paris,4.01,DEV_084,POS,Grocery,0
TXN_002865,USR_0088,2026-01-10 11:43:22,26.43,New York,1.24,DEV_088,Wire Transfer,Travel,0
TXN_002866,USR_0036,2026-03-23 02:13:36,11.08,Paris,0.43,DEV_036,POS,Utilities,0
TXN_002867,USR_0037,2026-01-31 18:05:30,27.43,Berlin,10.39,DEV_037,Online,Luxury,0
TXN_002868,USR_0088,2026-02-24 23:40:44,518.63,Toronto,4258.87,DEV_061,Online,Luxury,1
TXN_002869,USR_0076,2026-02-10 02:20:08,12.54,Paris,0.98,DEV_076,POS,Luxury,0
TXN_002870,USR_0071,2026-01-12 06:07:53,19.36,Toronto,1.88,DEV_071,POS,Transfer,0
TXN_002871,USR_0025,2026-02-02 10:55:18,11.31,London,18.13,DEV_025,POS,Utilities,0
TXN_002872,USR_0001,2026-03-15 14:16:41,29.15,London,2.15,DEV_001,Online,Transfer,0
TXN_002873,USR_0074,2026-02-09 15:31:27,56.98,Tokyo,6.77,DEV_074,Online,Electronics,0
TXN_002874,USR_0034,2026-01-25 15:35:19,105.55,Tokyo,0.03,DEV_034,POS,Transfer,0
